date_captured,road_name,section_start,section_end,suburb,direction_1,vehicles_1,direction_2,vehicles_2,volume_per_day,85th_percentile_speed
2013-Mar,Normanby Place,Bridge Road,Erin Street,Richmond,East/North,645,West/South,50,695,31.7
2013-Mar,North Terrace,Gold Street,Hoddle Street,Clifton Hill,East/North,862,West/South,721,1583,43.6
2013-Mar,Rathdowne Street,Pigdon Street,Richardson Street,Carlton North,East/North,5301,West/South,4409,9710,50.8
2013-Mar,Trenerry Crescent,Gray Street,Maugie Street,Clifton Hill,East/North,4188,West/South,2635,6823,47.2
2013-Mar,Trenerry Crescent,Gray Street,freeway overpass,Clifton Hill,East/North,4188,West/South,2657,6845,43.9
2012-Mar,Abbotsford Street,Hunter Street,Nicholson Steet,Abbotsford ,East/North,1057,West/South,586,1643,39.6
2012-Mar,Balmain Street,Gwynne Street,Rail Bridge,Richmond,East/North,2752,West/South,4024,6776,37.1
2012-Mar,Brougham Street,Church Street,Lyndhurst Street,Richmond,East/North,802,West/South,446,1248,40.7
2012-Mar,Byrne Street,Holden Street,St Georges Road,Fitzroy North,East/North,196,West/South,135,331,37.1
2012-Mar,Chapel Street,Church Street,Walnut Street,Richmond,East/North,20,West/South,502,522,41
2012-Mar,Chapel Street,George Street,Napier Street,Fitzroy ,East/North,567,West/South,105,672,33.5
2012-Mar,Charlotte Street,Charles Street,Church Street,Richmond,East/North,386,West/South,377,763,43.2
2012-Mar,Clarke Street,St Helliers Street,Johnston Street,Abbotsford ,East/North,1232,West/South,1389,2621,33.8
2012-Mar,Elm Grove,Charles Street,Church Street,Richmond ,East/North,459,West/South,469,928,34.6
2012-Mar,Fraser Street,Bridge Road,Corsair Street,Richmond ,East/North,349,West/South,436,785,40
2012-Mar,Gore Street,Leicester Street,Rose Street,Fitzroy ,East/North,942,West/South,592,1534,44.3
2012-Mar,Green Street,Adelaide Street,Chapel Street,Richmond ,East/North,501,West/South,10,511,33.8
2012-Mar,Gwynne Street,Balmain Street,Munro Street,Richmond,East/North,302,West/South,293,595,34.6
2012-Mar,Hotham Street,Gold Street,Hoddle Street,Collingwood ,East/North,272,West/South,409,681,46.1
2012-Mar,Hunter Street,Bridge Road,Corsair Street,Richmond ,East/North,97,West/South,248,345,35.6
2012-Mar,Lulie Street,Johnston Street,Turner Street,Abbotsford ,East/North,910,West/South,1029,1939,45.7
2012-Mar,Marine Parade,Nicholson Street,Hunter Street,Abbotsford ,East/North,837,West/South,682,1519,38.2
2012-Mar,Maugie Street,Lulie Street,Trenerry Crescent,Abbotsford ,East/North,480,West/South,538,1018,46.1
2012-Mar,Neptune Street,Bridge Road,Corsair Street,Richmond ,East/North,200,West/South,239,439,37.4
2012-Mar,Park Street,Bennett Street,Kneen Street,Fitzroy North,East/North,2720,West/South,2877,5597,42.5
2012-Mar,Rich Street,Johnston Street,Turner Street,Abbotsford ,East/North,617,West/South,392,1009,33.8
2012-Mar,Trenerry Crescent,Johnston Street,Turner Street,Abbotsford ,East/North,4414,West/South,2523,6937,34.9
2012-Mar,Trenerry Crescent,Dight Falls,Overpass,Abbotsford ,East/North,4464,West/South,2769,7233,51.8
2012-Mar,Valiant Street,Clarke Street,Paterson Street,Abbotsford ,East/North,18,West/South,288,306,31.3
2011-Mar,Canterbury Street,Beissel Street,Newry Street,Richmond,East/North,3,West/South,108,111,24.1
2011-Mar,Cremorne Street,Gough Street,Kelso Street,Richmond,East/North,2860,West/South,2463,5323,46.8
2011-Mar,Leicester Street,ROW,Young Street,Fitzroy ,East/North,17,West/South,655,672,30.6
2011-Mar,Leicester Street,Brunswick Street,Rowe Street,Fitzroy ,East/North,77,West/South,662,739,33.8
2011-Mar,Newry Street,Edinburgh Street,Lord Street,Richmond,East/North,453,West/South,854,1307,42.8
2011-Mar,Newry Street,Burnley Street,Edinburgh Street,Richmond,East/North,663,West/South,1175,1838,41.4
2011-Mar,Nicholson Street,Langridge Street,Victoria Street,Abbotsford ,East/North,3321,West/South,3423,6744,42.1
2011-Mar,Stawell Street,Glasshouse Street,Stillman Street,Richmond,East/North,843,West/South,717,1560,40
2011-Mar,Stawell Street,Khartoum Street,Wertheim Street,Richmond,East/North,904,West/South,736,1640,36.4
2010-Mar,Buckingham Street,Gardner Street,Johnson Street,Richmond,East/North,1358,West/South,1614,2972,40.3
2010-Mar,Byrne Street,Holden Street,Railway Place,Fitzroy North,East/North,150,West/South,164,314,37.8
2010-Mar,Egan Place,Egan Street,Highett Street,Richmond,East/North,1181,West/South,1,1182,36.7
2010-Mar,Hoddle Street (Service Road),Noone Street,South Terrace,Clifton Hill,East/North,646,West/South,45,691,50.8
2010-Mar,Johnson Street,Baker Street,Lincoln Street,Richmond,East/North,355,West/South,819,1174,43.6
2010-Mar,Mary Street,Barkly Avenue,Burgess Street,Richmond,East/North,1080,West/South,1188,2268,26.3
2010-Mar,Mary Street,Barkly Avenue,Burgess Street,Richmond,East/North,1512,West/South,1541,3053,26.3
2010-Mar,Pilkington Street,Barkly Street,Holden Street,Fitzroy North,East/North,470,West/South,301,771,43.2
2010-Mar,Vere Street,Dight Street,Wellington Street,Collingwood,East/North,528,West/South,885,1413,33.5
2010-Mar,Young Street,Gertrude Street,Graham Street,Fitzroy,East/North,682,West/South,61,743,38.2
2019-Apr,Vere Street,Dight Street,Campbell Street,Collingwood,East/North,788,West/South,680,1468,39.5
2018-Apr,Hoddle Street (Service Road),Hotham Street,Keele Street,Collingwood,East/North,1792,West/South,27,1819,31.7
2018-Apr,Hodgkinson Street,Smith Street,Wellington Street,Clifton Hill,East/North,391,West/South,508,899,37.4
2018-Apr,Keele Street,Gold Street,Hoddle Street,Collingwood,East/North,698,West/South,193,891,37.8
2018-Apr,Little Abbot Street,Gold Street,Hoddle Street,Collingwood,East/North,21,West/South,17,38,27.4
2018-Apr,Murphy Street,Davidson Street,Gardner Street,Richmond,East/North,213,West/South,349,562,43.2
2018-Apr,Sackville Street,Gold Street,Hoddle Street,Collingwood,East/North,1094,West/South,296,1390,39.6
2017-Apr,Baker Street,Johnson Street,Lambert Street,Richmond,East/North,2339,West/South,1589,3928,37.8
2017-Apr,Cecil Street,Fitzroy Street,Nicholson Street,Fitzroy,East/North,3,West/South,261,264,33.5
2017-Apr,Cecil Street,Brunswick Street,Fitzroy Street,Fitzroy,East/North,3,West/South,273,276,27.7
2017-Apr,Darlington Parade,Church Street,Waltham Street,Richmond,East/North,459,West/South,482,941,38.5
2017-Apr,Davis Street,Brighton Street,Mary Street,Richmond,East/North,4,West/South,140,144,34.2
2017-Apr,Dickmann Street,Gipps Street,Swan Street,Richmond,East/North,163,West/South,180,343,33.5
2017-Apr,Lyndhurst Street,Abinger Street,Brougham Street,Richmond,East/North,290,West/South,158,448,33.8
2017-Apr,Park Grove,Brooks Street,Swan Street,Richmond,East/North,172,West/South,175,347,34.9
2017-Apr,Peel Street,Cambridge Street,Oxford Street,Collingwood,East/North,1125,West/South,1036,2161,36.7
2017-Apr,Richardson Street,Lygon Street,Wilson Street,Carlton North,East/North,436,West/South,665,1101,43.6
2017-Apr,Rose Street,Brighton Street,Mary Street,Richmond,East/North,971,West/South,1,972,34.9
2017-Apr,Trenerry Crescent,Gray Street,Maugie Street,Clifton Hill,East/North,4058,West/South,2745,6803,45.4
2017-Apr,Wellington Street,Gipps Street,Vere Street,Collingwood,East/North,6819,West/South,7578,14397,42.1
2016-Apr,Jessie Street,Cremorne Street,Jessie Street,Richmond,East/North,12,West/South,191,203,24.8
2016-Apr,Little Turner Street,Lulie Street,Rich Street,Abbotsford,East/North,42,West/South,60,102,27.4
2016-Apr,Little Turner Street,Rich Street,Trenerry Crescent,Abbotsford,East/North,91,West/South,114,205,30.2
2016-Apr,Rathdowne Street,Pigdon Street,Richardson Street,Carlton North,East/North,4940,West/South,3888,8828,46.1
2016-Apr,Rout Street,Huckerby Street,Wellington Street,Richmond,East/North,43,West/South,135,178,20.2
2016-Apr,Rowena Parade,Portland Street,The Vaucluse,Richmond,East/North,259,West/South,362,621,34.2
2015-Apr,Grant Street,Ramsden Street,Spensley Street,Clifton Hill,East/North,340,West/South,571,911,48.2
2015-Apr,Lennox Street,Bridge Road,Erin Street,Richmond,East/North,3079,West/South,3217,6296,36.7
2015-Apr,Muir Street,Erin Street,Freeman Street,Richmond,East/North,1150,West/South,10,1160,27
2015-Apr,Paterson Street,McIlwraith Street,Wilson Street,Carlton North,East/North,568,West/South,355,923,46.8
2015-Apr,Rathdowne Street,Pigdon Street,Richardson Street,Carlton North,East/North,4974,West/South,3776,8750,47.9
2015-Apr,Wangaratta Street,Stewart Street,Tanner Street,Richmond,East/North,548,West/South,334,882,34.9
2014-Apr,Campbell Street,Perry Street,Vere Street,Collingwood,East/North,198,West/South,211,409,25.6
2014-Apr,Dight Street,Singleton Street,Vere Street,Collingwood,East/North,13,West/South,187,200,34.2
2014-Apr,Dight Street,Perry Street,Vere Street,Collingwood,East/North,226,West/South,215,441,23.8
2014-Apr,Fitzroy Street,Princes Street,Victoria Parade,Fitzroy,East/North,2279,West/South,44,2323,24.8
2014-Apr,Palmer Street,Perry Street,Vere Street,Collingwood,East/North,104,West/South,110,214,21.6
2014-Apr,Rae Street,Barkly Street,Holden Street,Fitzroy North,East/North,597,West/South,1489,2086,37.8
2014-Apr,Wall Street,Coppin Street,Mary Street,Richmond,East/North,358,West/South,855,1213,37.4
2013-Apr,Alfred Street,Derby Street,Rooneys Lane,Richmond,East/North,22,West/South,231,253,32.8
2013-Apr,Bik Lane,Nicholson Street,end,Fitzroy North,East/North,278,West/South,293,571,23.8
2013-Apr,Clifton Street,Gipps Street,Swan Street,Richmond,East/North,445,West/South,474,919,44.3
2013-Apr,Dickmann Street,Gipps Street,Swan Street,Richmond,East/North,182,West/South,155,337,32.4
2013-Apr,Docker Street,Gipps Street,Swan Street,Richmond,East/North,710,West/South,623,1333,42.5
2013-Apr,Gipps Street,Carroll Street,Lennox Street,Richmond,East/North,1005,West/South,1651,2656,38.9
2013-Apr,Goodwood Street,Rotherwood Street,Union Street,Richmond,East/North,240,West/South,216,456,32
2013-Apr,Lennox Street,Gipps Street,Swan Street,Richmond,East/North,2020,West/South,3792,5812,42.1
2013-Apr,Lennox Street,Bridge Road,Goodwood Street,Richmond,East/North,2964,West/South,3508,6472,36.7
2013-Apr,Lennox Street,Richmond Terrace,Rowena Parade,Richmond,East/North,3258,West/South,3798,7056,34.6
2013-Apr,Lennox Street,Richmond Terrace,Rowena Parade,Richmond,East/North,3389,West/South,4094,7483,34.6
2013-Apr,Loretto Street,Jessie Street,Wellington Street,Richmond,East/North,39,West/South,30,69,21.6
2013-Apr,Margaret Street,Stewart Street,Tanner Street,Richmond,East/North,178,West/South,130,308,27.4
2013-Apr,Miller Street,Fear Street,Loughnan Street,Richmond,East/North,377,West/South,7,384,29.9
2013-Apr,North Street,Clark Street,River Street,Richmond,East/North,628,West/South,954,1582,42.8
2013-Apr,Oxford Street,Peel Street,Stanley Street,Collingwood,East/North,553,West/South,848,1401,43.2
2013-Apr,Peel Street,Cambridge Street,Oxford Street,Collingwood,East/North,1075,West/South,1103,2178,41.8
2013-Apr,Richmond Terrace,Alfred Street,Miller Street,Richmond,East/North,144,West/South,458,602,32.4
2013-Apr,Rotherwood Street,Goodwood Street,The Crofts,Richmond,East/North,356,West/South,560,916,34.6
2013-Apr,Rowena Parade,Grattan Place,Miller Street,Richmond,East/North,874,West/South,1030,1904,37.1
2013-Apr,The Crofts,Punt Road,Rotherwood Street,Richmond,East/North,10,West/South,115,125,32
2013-Apr,Wangaratta Street,Montgomery Street,Tanner Street,Richmond,East/North,51,West/South,101,152,24.1
2013-Apr,Wangaratta Street,Stewart Street,Tanner Street,Richmond,East/North,535,West/South,352,887,35.6
2012-Apr,Abinger Street,Hosie Street,Spencer Place,Richmond,East/North,502,West/South,363,865,37.4
2012-Apr,Coppin Street,Abinger Street,Wall Street,Richmond,East/North,3589,West/South,4471,8060,47.5
2012-Apr,Drummond Street,Newry Street,Lee Street,Carlton North,East/North,339,West/South,844,1183,49
2012-Apr,Gardner Street,Murphy Street,Palmer Street,Richmond ,East/North,815,West/South,954,1769,45.4
2012-Apr,Glass Street,Boyd Street,Newry Street,Richmond ,East/North,69,West/South,14,83,23.4
2012-Apr,Lord Street,Boyd Street,Newry Street,Richmond ,East/North,1040,West/South,462,1502,41
2012-Apr,Mary Street,Benson Street,McNamara Street,Richmond ,East/North,25,West/South,487,512,33.5
2012-Apr,Mary Street,James Street,Madden Grove,Richmond ,East/North,2657,West/South,2192,4849,42.8
2012-Apr,Pigdon Street,Amess Street,Rathdowne Street,Carlton North,East/North,3320,West/South,3041,6361,43.9
2012-Apr,Rathdowne Street,Richardson Street,Pigdon Street,Carlton North,East/North,5648,West/South,4919,10567,50.4
2011-Apr,Abbotsford Street,Clarke Street,Paterson Street,Abbotsford ,East/North,653,West/South,305,958,39.2
2011-Apr,Butler Street,Shelley Street,Lennox Street,Richmond,East/North,815,West/South,6,821,35.3
2011-Apr,Clarke Street,Abbotsford Street,Yarra Street,Abbotsford ,East/North,265,West/South,197,462,32.4
2011-Apr,Clarke Street,Johnston Street,St Heliers Street,Abbotsford ,East/North,1476,West/South,1279,2755,33.1
2011-Apr,Fitzroy Street,Bell Street,Greeves Street,Fitzroy  ,East/North,153,West/South,42,195,29.2
2011-Apr,Gold Street,Easey Street,Sackville Street,Collingwood ,East/North,973,West/South,1105,2078,43.2
2011-Apr,Highett Street,Freeman Street,Lennox Street,Richmond,East/North,2245,West/South,3324,5569,42.5
2011-Apr,Marine Parade,Hunter Street,Paterson Street,Abbotsford ,East/North,335,West/South,230,565,43.9
2011-Apr,Napoleon Street,Otter Street,Wellington Street,Collingwood ,East/North,10,West/South,192,202,38.9
2011-Apr,Pigdon Street,Amess Street,Rathdowne Street,Carlton North,East/North,3320,West/South,2996,6316,44.3
2011-Apr,Pigdon Street,Drummond Street,Rathdowne Street,Carlton North,East/North,3473,West/South,3974,7447,41.4
2011-Apr,Yarra Street,Clarke Street,Paterson Street,Abbotsford ,East/North,171,West/South,74,245,28.4
2010-Apr,Queens Parade,Jamieson Street,Napier Street,Fitzroy North,East/North,8320,West/South,739,9059,64.1
2010-Apr,Rose Street,Coppin Street,Rooney Street,Richmond,East/North,144,West/South,24,168,30.6
2010-Apr,Rose Street,Coppin Street,Rooney Street,Richmond,East/North,155,West/South,23,178,30.6
2019-May,Gardner Street,Murphy Street,Palmer Street,Richmond ,East/North,832,West/South,962,1794,43.4
2019-May,Hope Street,Holden Street,Rae Street,Fitzroy North,East/North,36,West/South,73,109,21.4
2019-May,Lennox Street,Gipps Street,Swan Street,Richmond,East/North,1665,West/South,3691,5356,39.8
2018-May,Garfield Street,Lennox Street,Shelley Street,Richmond,East/North,349,West/South,171,520,38.9
2017-May,Appleton Street,Burnley Street,David Street,Richmond,East/North,107,West/South,164,271,35.5
2017-May,Best Street,Alfred Crescent,St Georges Road,Fitzroy North,East/North,360,West/South,22,382,29.3
2017-May,Coate Avenue,Heidelberg Road,Rex Avenue,Alphington,East/North,364,West/South,329,693,43.3
2017-May,Drummond Street,Curtain Street,Fenwick Street,Carlton North,East/North,373,West/South,922,1295,45.4
2017-May,Drummond Street,Lee Street,Newry Street,Carlton North,East/North,329,West/South,1130,1459,46.8
2017-May,Freeman Street,Brunswick Street,Napier Street,Fitzroy North,East/North,520,West/South,380,900,37.4
2017-May,Freeman Street,Brunswick Street,Napier Street,Fitzroy North,East/North,567,West/South,454,1021,36
2017-May,George Street,Chapel Street,Greeves Street,Fitzroy,East/North,916,West/South,1593,2509,33.8
2017-May,Greeves Street,George Street,Napier Street,Fitzroy,East/North,402,West/South,7,409,33.8
2017-May,Kerr Street,George Street,Napier Street,Fitzroy,East/North,1559,West/South,1306,2865,36.4
2017-May,Mollison Street,Lithgow Street,Nicholson Street,Abbotsford,East/North,1518,West/South,2312,3830,37.8
2017-May,Murphy Street,Burnley Street,Vaughan Street,Richmond,East/North,1522,West/South,1947,3469,45.7
2017-May,Napier Street,Leicester Street,Westgarth Street,Fitzroy,East/North,1048,West/South,594,1642,39.4
2017-May,Paterson Street,Johnston Street,Valiant Street,Abbotsford,East/North,266,West/South,7,273,27.2
2017-May,Rex Avenue,Chandler Highway,Coate Avenue,Alphington,East/North,1138,West/South,1557,2695,36.6
2017-May,Roseneath Street,Clifton Avenue,Groom Street,Clifton Hill,East/North,2617,West/South,1631,4248,41
2017-May,Stanley Street,Smith Street,Wellington Street,Collingwood,East/North,1816,West/South,1414,3230,33.3
2017-May,Yarraford Avenue,Divided Road Section,Heidelberg Road,Alphington,East/North,169,West/South,167,336,43.1
2016-May,Napier Street,Kerr Street,Rose Street,Fitzroy,East/North,147,West/South,178,325,32
2016-May,Woodhead Street,Falconer Street,Scotchmer Street,Fitzroy North,East/North,4,West/South,113,117,34.2
2015-May,Brunswick Street North,Scotchmer Street,Tranmere Street,Fitzroy North,East/North,703,West/South,1251,1954,40.3
2015-May,Brunswick Street North,Park Street,Scotchmer Street,Fitzroy North,East/North,1165,West/South,1213,2378,40.7
2015-May,Lane number 126.1,Charlotte Street,Wellington Street,Collingwood,East/North,31,West/South,35,66,18
2015-May,MacPherson Street,Drummond Street,Rathdowne Street,Carlton North,East/North,593,West/South,485,1078,40.7
2015-May,MacPherson Street,Arnold Street,Garton Street,Carlton North,East/North,1065,West/South,566,1631,43.9
2015-May,Pigdon Street,Arnold Street,Garton Street,Carlton North,East/North,2950,West/South,2650,5600,39.6
2015-May,Princes Park Drive,College Crescent,Garton Street,Carlton North,East/North,985,West/South,0,985,39.6
2014-May,Brookes Crescent,Tempany Street,Nicholson Street,Fitzroy North,East/North,10,West/South,136,146,20.9
2014-May,Freeman Street,Nicholson Street,St Georges Road,Fitzroy North,East/North,670,West/South,275,945,44.6
2014-May,George Street,Moor Street,St David Street,Fitzroy,East/North,940,West/South,822,1762,40
2014-May,Paterson Street,Johnston Street,Valiant Street,Abbotsford,East/North,267,West/South,6,273,27
2014-May,Rae Street,Barkly Street,Clauscen Street,Fitzroy North,East/North,1286,West/South,1544,2830,39.2
2014-May,Watkins Street,Rae Street,Tempany Street,Fitzroy North,East/North,8,West/South,110,118,30.6
2014-May,Young Street,Chapel Street,Johnston Street,Fitzroy,East/North,484,West/South,4,488,33.1
2013-May,Canning Street,Richardson Street,MacPherson Street,Carlton North,East/North,610,West/South,426,1036,46.1
2013-May,Canning Street,Pigdon Street,Richardson Street,Carlton North,East/North,542,West/South,611,1153,49.3
2013-May,Coate Avenue,Heidelberg Road,Rex Avenue,Alphington,East/North,308,West/South,272,580,44.3
2013-May,Como Street,St Bernards Road,Chamouni Street,Alphington,East/North,440,West/South,510,950,41.4
2013-May,Constance Street,Como Street,Lucerne Crescent,Alphington,East/North,121,West/South,276,397,40.7
2013-May,Cromwell Street,Gipps Street,McCutcheon Way,Collingwood,East/North,589,West/South,22,611,38.5
2013-May,George Street,Moor Street,St David Street,Fitzroy,East/North,993,West/South,852,1845,40.3
2013-May,Harvey Street,Little Lesney Street,Swan Street,Richmond,East/North,212,West/South,341,553,31.7
2013-May,Lucerne Crescent,Geneva Road,St Gothards Road,Alphington,East/North,77,West/South,92,169,42.5
2013-May,Lucerne Crescent,Chamouni Street,Constance Street,Alphington,East/North,319,West/South,473,792,37.1
2013-May,New Street,Peers Street,York Street,Richmond,East/North,522,West/South,136,658,29.5
2013-May,Regent Street,Garfield Street,York Street,Richmond,East/North,765,West/South,11,776,41.4
2013-May,Scotchmer Street,Mark Street,Woodhead Street,Fitzroy North,East/North,3140,West/South,3315,6455,48.6
2013-May,Scotchmer Street,Best Street,Birkenhead Street,Fitzroy North,East/North,4071,West/South,4155,8226,42.5
2013-May,St Bernards Road,Como Street,Lucerne Crescent,Alphington,East/North,114,West/South,210,324,37.8
2013-May,Tanner Street,Tyson Street,Woodlawn Street,Richmond,East/North,326,West/South,367,693,35.3
2013-May,View Street,Riverview Grove,Lane number 2307,Alphington,East/North,464,West/South,265,729,43.6
2013-May,White Street,Glenlyon Road,Pleasance Street,Fitzroy North,East/North,776,West/South,639,1415,40.3
2013-May,Yarralea Street,Gibson Street,Killop Street,Alphington,East/North,608,West/South,671,1279,36
2013-May,York Street,New Street,Regent Street,Richmond,East/North,702,West/South,581,1283,34.9
2012-May,Abinger Street,Church Street,Lyndhurst Street,Richmond,East/North,622,West/South,333,955,31.3
2012-May,Bell Street,Benson Street,Swan Street,Richmond,East/North,2,West/South,112,114,32.4
2012-May,Charles Street,Charlotte Street,Swan Street,Richmond,East/North,709,West/South,821,1530,38.2
2012-May,Coppin Street,Benson Street,Swan Street,Richmond,East/North,3860,West/South,3429,7289,47.6
2012-May,Duke Street,Swan Street,Wall Street,Richmond ,East/North,5,West/South,291,296,36
2012-May,George Street,David Street,Moor Street,Fitzroy ,East/North,1003,West/South,830,1833,40.3
2012-May,Glass Street,Beissel Street,Newry Street,Richmond ,East/North,70,West/South,64,134,31.3
2012-May,Lyndhurst Street,Abinger Street,Brougham Street,Richmond ,East/North,331,West/South,152,483,37.4
2012-May,Malleson Street,Mary Street,Lyndhurst Street,Richmond ,East/North,378,West/South,428,806,45.7
2012-May,Mary Street,Abinger Street,Brougham Street,Richmond ,East/North,451,West/South,19,470,33.8
2012-May,Moor Street,Nicholson Street,Fitzroy Street,Fitzroy,East/North,26,West/South,484,510,35.3
2012-May,Newry Street,Canning Street,Rathdowne Street,Carlton North,East/North,334,West/South,320,654,45
2012-May,Park Grove,Survey Street,Swan Street,Richmond ,East/North,233,West/South,160,393,37.4
2012-May,Park Street,Amess Street,Canning Street,Carlton North,East/North,1590,West/South,2246,3836,40.7
2012-May,Park Street,Bennett Street,Kneen Street,Fitzroy North,East/North,2748,West/South,2762,5510,47.2
2012-May,Park Street,Bennett Street,Kneen Street,Fitzroy North,East/North,2790,West/South,2873,5663,40
2012-May,Royal Lane,Gertrude Street,Palmer Street,Fitzroy ,East/North,109,West/South,330,439,31.3
2012-May,Wall Street,Coppin Street,Mary Street,Richmond ,East/North,343,West/South,935,1278,42.1
2012-May,Wellington Street,Langridge Street,Peel Street,Collingwood ,East/North,5468,West/South,6588,12056,46.8
2012-May,Wellington Street,Stanley Street,Vere Street,Collingwood ,East/North,7152,West/South,7714,14866,47.5
2011-May,Brougham Street,Church Street,Lyndhurst Street,Richmond,East/North,740,West/South,411,1151,40.3
2011-May,Cambridge Street,Peel Street,Stanley Street,Collingwood,East/North,690,West/South,597,1287,45
2011-May,Cameron Street,Lennox Street,Thomas Street,Richmond,East/North,577,West/South,697,1274,34.9
2011-May,Clifton Avenue,Ramsden Street,Roseneath Street,Clifton Hill,East/North,11,West/South,453,464,41
2011-May,Clifton Avenue,Ramsden Street,Roseneath Street,Clifton Hill,East/North,6,West/South,562,568,42.1
2011-May,Cromwell Street,Gipps Street,Langridge Street,Collingwood,East/North,951,West/South,19,970,42.5
2011-May,Davis Street,Canning Street,Rathdowne Street,Carlton North,East/North,559,West/South,156,715,46.4
2011-May,Davis Street,Canning Street,Rathdowne Street,Carlton North,East/North,840,West/South,225,1065,48.6
2011-May,Erin Street,Normanby Place,,Richmond,East/North,2000,West/South,1917,3917,33.8
2011-May,Glasgow Street,Wellington Street,Rokeby Street,Collingwood ,East/North,99,West/South,6,105,35.6
2011-May,Glasshouse Road,Wellington Street,Rokeby Street,Collingwood ,East/North,84,West/South,8,92,22.3
2011-May,Grant Street,Queens Parade,McKean Street,Fitzroy North,East/North,369,West/South,402,771,67.7
2011-May,Hilton Street,Alexandra Parade,Council Street,Clifton Hill,East/North,79,West/South,154,233,37.8
2011-May,Islington Street,Langridge Street,Gipps Street,Collingwood ,East/North,520,West/South,12,532,39.2
2011-May,Johnson Street,Baker Street,Victoria Street,Richmond,East/North,2526,West/South,1997,4523,30.2
2011-May,Liverpool Street,Nicholson Street,Rae Street,Fitzroy North,East/North,256,West/South,162,418,36
2011-May,Lord Street,Newry Street,Swan Street,Richmond,East/North,702,West/South,420,1122,45
2011-May,Mason Street,Cambridge Street,Smith Street,Collingwood ,East/North,311,West/South,8,319,32
2011-May,Myrtle Street,Ramsden Street,Roseneath Street,Clifton Hill,East/North,4,West/South,1336,1340,43.6
2011-May,Myrtle Street,Ramsden Street,Roseneath Street,Clifton Hill,East/North,4,West/South,1408,1412,43.9
2011-May,Northumberland Street,Rokeby Street,Wellington Street,Collingwood,East/North,280,West/South,295,575,64.1
2011-May,Rae Street,Liverpool Street,Park Street,Fitzroy North,East/North,628,West/South,432,1060,38.5
2011-May,Yambla Street,Ramsden Street,Wright Street,Clifton Hill,East/North,1130,West/South,15,1145,50.4
2010-May,Alexander Street,Alexandra Parade,Noone Street,Clifton Hill,East/North,118,West/South,102,220,36.7
2010-May,Alexandra Parade (Service Road),Alexander Street,Hoddle Street,Clifton Hill,East/North,2286,West/South,0,2286,56.5
2010-May,Corsair Street,Fraser Street,Hunter Street,Richmond,East/North,596,West/South,9,605,31.3
2010-May,Cremorne Street,Blanche Street,Jessie Street,Richmond,East/North,2690,West/South,3404,6094,48.6
2010-May,Cremorne Street,Stephenson Street,Swan Street,Richmond,East/North,4174,West/South,3719,7893,38.2
2010-May,Emma Street,Alexandra Parade,Mater Street,Collingwood,East/North,153,West/South,154,307,37.1
2010-May,Field Street,Louise Street,William Street,Clifton Hill,East/North,249,West/South,912,1161,47.2
2010-May,Mahoney Street,Bell Street,Greeves Street,Fitzroy,East/North,63,West/South,18,81,30.2
2010-May,Mary Street,Davis Street,Goodwin Street,Richmond,East/North,1346,West/South,1740,3086,45.7
2010-May,Miller Street,Ida Street,St Georges Road,Fitzroy North,East/North,1579,West/South,0,1579,31
2010-May,Miller Street,Ida Street,St Georges Road,Fitzroy North,East/North,0,West/South,1541,1541,34.6
2010-May,North Street,Burnley Street,Vaughan Street,Richmond,East/North,852,West/South,1143,1995,36.4
2010-May,Scotchmer Street,Mark Street,Woodhead Street,Fitzroy North,East/North,3315,West/South,3289,6604,47.2
2010-May,Scotchmer Street,Best Street,Birkenhead Street,Fitzroy North,East/North,4348,West/South,4376,8724,43.6
2010-May,Seacombe Street,Reid Street,Scotchmer Street,Fitzroy North,East/North,86,West/South,5,91,29.9
2010-May,St Georges Road,Church Street,Freeman Street,Fitzroy North,East/North,353,West/South,300,653,46.8
2019-Jun,McKean Street,Delbridge Street,Grant Street,Fitzroy North,East/North,313,West/South,579,892,45.7
2018-Jun,Bedford Street,Perry Street,Johnston Street,Collingwood,East/North,353,West/South,0,353,29.2
2018-Jun,Bell Street,Nicholson Street,Cremorne Street,Fitzroy,East/North,190,West/South,87,277,36.2
2018-Jun,Cambridge Street,Victoria Parade,Derby Street,Collingwood,East/North,893,West/South,428,1321,38.9
2018-Jun,Cambridge Street,Peel Street,Stanley Street,Collingwood,East/North,737,West/South,586,1323,40.1
2018-Jun,Coppin Street,Madden Grove,Swan Street,Richmond,East/North,2755,West/South,2961,5716,36.3
2018-Jun,Davis Street,Canning Street,Rathdowne Street,Carlton North,East/North,444,West/South,208,652,45.5
2018-Jun,Fitzroy Street,James Street,Brunswick Place,Fitzroy,East/North,416,West/South,14,430,34.2
2018-Jun,Fitzroy Street,Victoria Parade,Gertrude Street,Fitzroy,East/North,1871,West/South,5,1876,29.8
2018-Jun,Little Oxford Street,Peel Street,Stanley Street,Collingwood,East/North,524,West/South,0,524,35.2
2018-Jun,Madden Grove,Coppin Street,Lane number 1172,Richmond,East/North,2583,West/South,9,2592,34.1
2018-Jun,Mason Street,Oxford Street,Cambridge Street,Collingwood,East/North,313,West/South,0,313,28.1
2018-Jun,Nelson Street,Church Street,Fairchild Street,Abbotsford,East/North,1987,West/South,2348,4335,46.5
2018-Jun,Otter Street,Bedford Street,Wellington Street,Collingwood,East/North,826,West/South,825,1651,36.6
